doctor_id,doctor_id,title,name,city1,city2,region,specialization,reviews,telemedicine,price
530,759883,,Gabriela Moreira Fonseca,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,29.0,1,140.0
531,684946,,Mariana Araújo,Nova Lima,nova-lima,minas-gerais-mg,psicologo,25.0,1,300.0
532,751904,Dr.,Edgar Allan Portela,Uberlândia,uberlandia,minas-gerais-mg,psiquiatra,50.0,1,300.0
533,58281,Dr.,Eustáquio De Melo Garcia,Belo Horizonte,belo-horizonte,minas-gerais-mg,psiquiatra,160.0,1,600.0
534,704189,Dra.,Laiane Corgosinho,Belo Horizonte,belo-horizonte,minas-gerais-mg,psiquiatra,54.0,1,400.0
535,86058,Dr.,Flávio Benigno,Belo Horizonte,belo-horizonte,minas-gerais-mg,psiquiatra,35.0,1,400.0
536,777630,Dr.,Klinger Faíco,Governador Valadares,sao-paulo,minas-gerais-mg,infectologista,41.0,1,400.0
537,751291,Dra.,Lívia Fonte Boa,Juiz de Fora,juiz-de-fora,minas-gerais-mg,infectologista,2.0,1,250.0
538,247453,Dra.,Thaís Vilela De Pinho Andrade,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,135.0,0,200.0
539,774703,Dr.,Getulio Andrade Ferreira,Uberlândia,uberlandia,minas-gerais-mg,cardiologista,12.0,0,300.0
540,219888,Dr.,Samir Haikal Junior,Belo Horizonte,belo-horizonte,minas-gerais-mg,cirurgiao-da-mao,163.0,0,300.0
541,69045,Dr.,Paulo Henrique De Sousa Fernandes,Uberlândia,uberlandia,minas-gerais-mg,cirurgiao-oncologico,9.0,1,280.0
542,108324,Dr.,Pedro Henrique Osório,Belo Horizonte,belo-horizonte,minas-gerais-mg,cirurgiao-geral,171.0,0,250.0
543,771784,Dra.,Catharina Somerlate Franco Tomich,Uberlândia,uberlandia,minas-gerais-mg,cirurgiao-pediatrico,4.0,0,300.0
544,667988,Dr.,Ahmad Abduny Rahal,Pouso Alegre,pouso-alegre,minas-gerais-mg,cirurgiao-toracico,2.0,0,350.0
545,771662,Dra.,Ana Carla Assunção,Belo Horizonte,belo-horizonte,minas-gerais-mg,dentista,31.0,0,150.0
546,779970,Dr.,Fábio Henrique De Sousa Teixeira,Belo Horizonte,belo-horizonte,minas-gerais-mg,nefrologista,7.0,0,180.0
547,776220,Dra.,Bruna Pereira Rocha,Jacutinga,florianopolis,minas-gerais-mg,dermatologista,12.0,0,350.0
548,92323,Dr.,Leonardo Catizani Faria Gomes,Divinópolis,divinopolis,minas-gerais-mg,ortopedista-traumatologista,107.0,1,600.0
549,530903,Dr.,Leonardo Duque,Nova Lima,belo-horizonte,minas-gerais-mg,cirurgiao-plastico,191.0,0,150.0
550,70068,Dr.,Daniel De Melo Mendes,Uberlândia,uberlandia,minas-gerais-mg,pneumologista,5.0,0,300.0
551,101275,Dr.,Gilmar Reis,Belo Horizonte,belo-horizonte,minas-gerais-mg,cardiologista,7.0,0,500.0
552,637316,Dr.,Jose Carlos Rodrigues Sary Eldin,Belo Horizonte,belo-horizonte,minas-gerais-mg,medico-do-trabalho,3.0,0,150.0
553,767965,Dr.,Lucas Dantas Pedrosa,Belo Horizonte,teofilo-otoni,minas-gerais-mg,neurocirurgiao,1.0,0,300.0
554,436288,Dra.,Ana Alice Vieira Barbosa,Belo Horizonte,belo-horizonte,minas-gerais-mg,oncologista,1.0,1,350.0
555,432213,Dr.,Marcel Tolentino De Rezende,Belo Horizonte,belo-horizonte,minas-gerais-mg,oncologista,148.0,1,400.0
556,548145,Dr.,Piter Lacerda,Uberlândia,uberlandia,minas-gerais-mg,ortopedista-traumatologista,151.0,0,350.0
557,4907,Dr.,Lucas Farnese,Contagem,contagem,minas-gerais-mg,psiquiatra,252.0,1,480.0
558,280675,Dr.,Guilherme Kling,Belo Horizonte,belo-horizonte,minas-gerais-mg,psiquiatra,166.0,1,550.0
559,299458,Dr.,Claudio Albuquerque De Vasconcelos,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,48.0,0,300.0
560,84419,Dr.,Maxmillan Alkimim Dutra,Nova Lima,nova-lima,minas-gerais-mg,urologista,18.0,0,500.0
561,726942,Dra.,Anna Carolina Pereira Jácome,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,75.0,0,200.0
562,272034,Dra.,Monica Itabayana B Da Fonseca,Belo Horizonte,belo-horizonte,minas-gerais-mg,alergista,50.0,1,300.0
563,144256,Dra.,Paula Assis,Belo Horizonte,belo-horizonte,minas-gerais-mg,angiologista,17.0,0,200.0
564,14958,Dr.,Henrique Rezende Cançado,Belo Horizonte,belo-horizonte,minas-gerais-mg,cirurgiao-de-cabeca-e-pescoco,1.0,1,500.0
565,231601,Dr.,Marcos Antonio Sandoval,Belo Horizonte,belo-horizonte,minas-gerais-mg,urologista,77.0,0,350.0
566,725733,Dr.,Thiago Blasco,Belo Horizonte,belo-horizonte,minas-gerais-mg,cirurgiao-geral,4.0,1,150.0
567,744106,Dr.,Lucas Silveira,Montes Claros,montes-claros,minas-gerais-mg,cirurgiao-plastico,142.0,0,200.0
568,706265,,Elen De Oliveira Peixoto,Belo Horizonte,belo-horizonte,minas-gerais-mg,enfermeiro,0.0,0,200.0
569,784491,Dra.,Kamila Horranny Machado,Belo Horizonte,belo-horizonte,minas-gerais-mg,enfermeiro,0.0,0,250.0
570,748387,Dr.,Felipe Machado,Belo Horizonte,belo-horizonte,minas-gerais-mg,endocrinologista,8.0,1,450.0
571,608920,Dra.,Tamiris Müller Mafra,Três Corações,tres-coracoes,minas-gerais-mg,endocrinologista,189.0,1,300.0
572,778745,,Adriano Ferreira Das Neves,Belo Horizonte,belo-horizonte,minas-gerais-mg,fonoaudiologo,0.0,0,130.0
573,695677,Dra.,Betânia Machado Loures,Belo Horizonte,belo-horizonte,minas-gerais-mg,geneticista,0.0,0,420.0
574,423382,Dr.,Gustavo Kiffer,Belo Horizonte,betim,minas-gerais-mg,geriatra,36.0,0,350.0
575,778520,Dr.,Pedro Gibson,Belo Horizonte,belo-horizonte,minas-gerais-mg,geriatra,5.0,1,450.0
576,253964,Dra.,Samara Silveira Marques Mendes,Montes Claros,montes-claros,minas-gerais-mg,ginecologista,123.0,0,300.0
577,691565,Dr.,Felipe Sad Salomão Martins,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,39.0,1,300.0
578,690360,Dra.,Melânia Marques,Belo Horizonte,belo-horizonte,minas-gerais-mg,medico-do-sono,6.0,0,350.0
579,778863,Prof.,Melissa Luciana De Araújo,Belo Horizonte,belo-horizonte,minas-gerais-mg,nutricionista,12.0,1,300.0
580,39325,Dr.,Alexandre Xavier Da Costa,Belo Horizonte,sao-paulo,minas-gerais-mg,oftalmologista,151.0,1,300.0
581,349835,Dr.,Marcelo C. Sanglard,Belo Horizonte,belo-horizonte,minas-gerais-mg,otorrino,150.0,0,250.0
582,382410,Dra.,Monica Araújo Rodrigues Elisiario,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,95.0,1,200.0
583,215303,,Jonathan Mazetti Lopes Da Silva,Uberaba,uberaba,minas-gerais-mg,psicologo,86.0,0,110.0
584,760616,Dra.,Telma Maria De Oliveira Gomes,Contagem,contagem,minas-gerais-mg,psicologo,33.0,1,120.0
585,696488,,Ana Beatriz Silva Neves Isaac,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicanalista,15.0,1,200.0
586,44829,Dra.,Maria Alice Silveira,Belo Horizonte,belo-horizonte,minas-gerais-mg,psiquiatra,88.0,0,500.0
587,499576,Dra.,Michelle Alencar,Montes Claros,montes-claros,minas-gerais-mg,reumatologista,362.0,0,350.0
588,750801,Dra.,Mariza Almeida,Ipatinga,ipatinga,minas-gerais-mg,psicologo,1.0,1,220.0
589,287757,Dr.,Fabricio Henrique Resende,Sete Lagoas,sete-lagoas,minas-gerais-mg,urologista,222.0,1,200.0
590,682804,Dr.,Luis Octtávio Rodrigues,Contagem,santo-antonio-do-monte,minas-gerais-mg,urologista,51.0,1,250.0
591,746102,Dra.,Nayara Carvalho De Sá,Belo Horizonte,belo-horizonte,minas-gerais-mg,mastologista,8.0,0,400.0
592,42507,Dr.,Leandro Augusto Vilela Rabelo,Belo Horizonte,belo-horizonte,minas-gerais-mg,alergista,35.0,1,600.0
593,496710,Dr.,Vinicius Antunes Freitas,Belo Horizonte,belo-horizonte,minas-gerais-mg,otorrino,16.0,1,350.0
594,348642,Dra.,Sheyla Oliveira Lisboa,Juiz de Fora,juiz-de-fora,minas-gerais-mg,cirurgiao-plastico,126.0,0,300.0
595,342741,Dr.,Patrick Colares,Montes Claros,montes-claros,minas-gerais-mg,cirurgiao-plastico,238.0,1,250.0
596,189989,,Gisele Fernandes Goncalves Togni,Poços de Caldas,pocos-de-caldas,minas-gerais-mg,dentista,99.0,1,100.0
597,144777,Dra.,Naila Machado,Uberlândia,uberlandia,minas-gerais-mg,dentista,61.0,1,350.0
598,667638,,Cristina De Deus,Belo Horizonte,belo-horizonte,minas-gerais-mg,enfermeiro,0.0,0,60.0
599,128495,Dra.,Laudislena Colodetti,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,186.0,0,450.0
600,69295,Dr.,Elson Correa De Mello Júnior,Juiz de Fora,juiz-de-fora,minas-gerais-mg,ginecologista,306.0,1,400.0
601,759222,Dr.,Jônatas Lima De Bem Nunes,Carandaí,sao-paulo,minas-gerais-mg,medico-de-familia,5.0,1,200.0
602,757696,Dr.,Rafael Gustavo Ferreira De Paula,Paracatu,luziania,minas-gerais-mg,medico-clinico-geral,17.0,1,120.0
603,215900,Dr.,Guilherme De Resende Raposo,Belo Horizonte,belo-horizonte,minas-gerais-mg,nefrologista,76.0,0,350.0
604,327425,Dr.,Eduardo César Da Silva,Uberlândia,uberlandia,minas-gerais-mg,neurologista-pediatrico,49.0,0,650.0
605,220186,Dr.,Lúcio Santa Ignêz,Belo Horizonte,belo-horizonte,minas-gerais-mg,neurologista-pediatrico,25.0,0,200.0
606,785137,Dra.,Brisa Marina De Meireles Monteiro,Belo Horizonte,belo-horizonte,minas-gerais-mg,nutrologo,14.0,0,300.0
607,763755,Dra.,Vanessa Berto,Belo Horizonte,belo-horizonte,minas-gerais-mg,dentista,0.0,0,150.0
608,765609,Prof.,Tomaso Zanato Francia,Conselheiro Lafaiete,belo-horizonte,minas-gerais-mg,pediatra,16.0,1,200.0
609,777571,Dra.,Vera Viana,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicanalista,8.0,1,100.0
610,783509,Dra.,Andrea Kauffmann Zeh,Belo Horizonte,belo-horizonte,minas-gerais-mg,terapeuta-complementar,0.0,0,300.0
611,764628,Dra.,Stella D’ávila,Belo Horizonte,belo-horizonte,minas-gerais-mg,urologista,12.0,0,350.0
612,371309,Dr.,Alex Sandre Jose Dos Santos,Betim,belo-horizonte,minas-gerais-mg,urologista,499.0,1,250.0
613,503090,Dra.,Leticia Guerra Monteiro Pinheiro,Belo Horizonte,belo-horizonte,minas-gerais-mg,mastologista,68.0,0,350.0
614,279015,Dr.,Robson Carvalho,Belo Horizonte,betim,minas-gerais-mg,angiologista,152.0,0,400.0
615,753542,Dr.,Bruno Martini Rezende,Belo Horizonte,belo-horizonte,minas-gerais-mg,ortopedista-traumatologista,3.0,0,250.0
616,31884,Dra.,Camila Issa De Azevedo,Belo Horizonte,belo-horizonte,minas-gerais-mg,cirurgiao-de-cabeca-e-pescoco,16.0,0,200.0
617,543965,Dr.,Gabriel Faleiro,Belo Horizonte,belo-horizonte,minas-gerais-mg,cirurgiao-do-aparelho-digestivo,63.0,1,200.0
618,80057,Dra.,Daniele Saito,Belo Horizonte,belo-horizonte,minas-gerais-mg,coloproctologista,53.0,0,200.0
619,660705,Dra.,Larissa Leite Da Silva Giesta,Juiz de Fora,juiz-de-fora,minas-gerais-mg,endocrinologista,185.0,1,150.0
620,772237,Dr.,Rafael Peixoto De Oliveira Lopes,Belo Horizonte,belo-horizonte,minas-gerais-mg,gastroenterologista,5.0,0,400.0
621,102977,Dra.,Maria Alice Campos Rezende,Uberlândia,uberlandia,minas-gerais-mg,cirurgiao-plastico,20.0,0,350.0
622,774760,Dra.,Rúbia Moresi Vianna De Oliveira,Belo Horizonte,belo-horizonte,minas-gerais-mg,gastroenterologista,5.0,0,150.0
623,555181,Dra.,Laila Carine Ferreira Lodi Junqueira,Belo Horizonte,belo-horizonte,minas-gerais-mg,geriatra,1.0,1,750.0
624,232330,Dr.,Tiago Felipe Vasconcelos Gonçalves,Belo Horizonte,belo-horizonte,minas-gerais-mg,otorrino,47.0,0,150.0
625,9698,Dr.,Diogo Bezerra De Almeida,Belo Horizonte,belo-horizonte,minas-gerais-mg,oftalmologista,265.0,0,300.0
626,783574,,Cassia De Andrade,Belo Horizonte,belo-horizonte,minas-gerais-mg,ortodontista,0.0,0,100.0
627,782082,Dra.,Luciana R. Mendonça,Belo Horizonte,belo-horizonte,minas-gerais-mg,ortodontista,0.0,0,150.0
628,478449,Dr.,Wagner Vieira Da Fonseca,Belo Horizonte,belo-horizonte,minas-gerais-mg,ortopedista-traumatologista,135.0,1,500.0
629,698162,Dra.,Fernanda Nogueira Mendes,Belo Horizonte,belo-horizonte,minas-gerais-mg,pediatra,67.0,1,200.0
630,693278,Dra.,Ananza Viana,Belo Horizonte,belo-horizonte,minas-gerais-mg,pneumologista-pediatrico,0.0,0,400.0
631,737515,Dr.,Henrique Da Silva Pereira Carvalho,Belo Horizonte,belo-horizonte,minas-gerais-mg,psiquiatra,14.0,0,400.0
632,754104,Dr.,Daniel Júlio De Freitas Oliveira,Belo Horizonte,belo-horizonte,minas-gerais-mg,terapeuta-ocupacional,0.0,0,150.0
633,774497,Dr.,Marcelo Silva De Oliveira,Contagem,contagem,minas-gerais-mg,infectologista,8.0,0,200.0
634,487916,Dr.,Antônio Daniel Araújo Duarte,Uberlândia,uberlandia,minas-gerais-mg,cardiologista,216.0,0,400.0
635,503149,Dra.,Tatiana Caixeta Barboza,Contagem,contagem,minas-gerais-mg,dermatologista,276.0,1,300.0
636,609370,Dr.,Felipe Esteves,Juiz de Fora,juiz-de-fora,minas-gerais-mg,endocrinologista,672.0,1,150.0
637,684198,Dr.,Bruno Lopes Nunes,Montes Claros,montes-claros,minas-gerais-mg,ortopedista-traumatologista,1.0,1,300.0
638,696893,Dr.,Matheus Dias Araujo,Divinópolis,divinopolis,minas-gerais-mg,cirurgiao-plastico,55.0,1,300.0
639,770409,Dra.,Fernanda Valeriano Zamora,Belo Horizonte,belo-horizonte,minas-gerais-mg,generalista,63.0,1,100.0
640,428301,Dr.,José Milton Cardoso Jr,Belo Horizonte,belo-horizonte,minas-gerais-mg,geriatra,42.0,0,300.0
641,691575,Dra.,Júnea Chagas,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,162.0,1,300.0
642,3197,Dra.,Adriana Elisa De Miranda Murta,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,57.0,1,300.0
643,735562,Dra.,Ana Luisa Beier,Betim,betim,minas-gerais-mg,homeopata,3.0,0,260.0
644,667602,Dr.,Thiago Queiroz,Belo Horizonte,belo-horizonte,minas-gerais-mg,medico-clinico-geral,357.0,1,300.0
645,477041,Dr.,Nicollas Nunes Rabelo,Passos,passos,minas-gerais-mg,neurocirurgiao,14.0,1,500.0
646,599669,Dr.,Sandro Diego Beraldo,Uberlândia,uberlandia,minas-gerais-mg,nefrologista,1.0,1,350.0
647,770174,Dr.,Alexandre Lúcio Soares De Assunção,Belo Horizonte,belo-horizonte,minas-gerais-mg,neurologista,7.0,0,200.0
648,737343,Dr.,Ângelo Silvestre De Sá,Nova Lima,nova-lima,minas-gerais-mg,nutrologo,24.0,0,380.0
649,194189,Dr.,Arnaldo Castro,Belo Horizonte,belo-horizonte,minas-gerais-mg,oftalmologista,88.0,1,450.0
650,696441,Dra.,Flavianne Silveira,Belo Horizonte,belo-horizonte,minas-gerais-mg,otorrino,105.0,1,300.0
651,351054,Dr.,Paulo Márcio Coelho Carvalho,Uberlândia,uberlandia,minas-gerais-mg,otorrino,42.0,1,300.0
652,770014,Dra.,Gabriela Almeida Bicalho,Belo Horizonte,belo-horizonte,minas-gerais-mg,pediatra,14.0,1,198.0
653,375332,,Alessandra Madeira De Andrade,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicopedagogo,22.0,0,200.0
654,514053,Dra.,Jaqueline Pereira Da Mata,Contagem,belo-horizonte,minas-gerais-mg,psiquiatra,66.0,1,300.0
655,530759,Dr.,Rafael Nobre Da Cunha,Belo Horizonte,belo-horizonte,minas-gerais-mg,psiquiatra,128.0,1,480.0
656,236440,Dr.,Marcelo Gonçalves Alvarenga .,Juiz de Fora,juiz-de-fora,minas-gerais-mg,reumatologista,76.0,0,400.0
657,294903,Dr.,Antonio Scafuto Scotton .,Juiz de Fora,juiz-de-fora,minas-gerais-mg,reumatologista,28.0,0,400.0
658,458663,Dr.,Silviane Vassalo .,Juiz de Fora,juiz-de-fora,minas-gerais-mg,reumatologista,109.0,0,400.0
659,263772,Dr.,Paulo Alves Cardoso,Uberlândia,uberlandia,minas-gerais-mg,reumatologista,3.0,0,350.0
660,701905,,Eleusa Ferreira Brandão,Lagoa Formosa,lagoa-formosa,minas-gerais-mg,terapeuta-ocupacional,0.0,0,120.0
661,743520,,Miriã Franca,Belo Horizonte,belo-horizonte,minas-gerais-mg,terapeuta-ocupacional,0.0,0,80.0
662,768130,,Yuri Hamirani Gonçalves Da Silva,Uberaba,uberaba,minas-gerais-mg,terapeuta-ocupacional,0.0,0,175.0
663,328108,Dr.,Pedro Henrique Paixão Sá,Contagem,belo-horizonte,minas-gerais-mg,urologista,14.0,1,150.0
664,413346,Dra.,Gilvane Naves Marcondes Goulart,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,161.0,0,300.0
665,700974,Dr.,Vinicius Ribeiro Silva,Belo Horizonte,belo-horizonte,minas-gerais-mg,cardiologista,11.0,0,300.0
666,211395,Dr.,Roger Lage Alves,Belo Horizonte,belo-horizonte,minas-gerais-mg,cirurgiao-geral,21.0,0,500.0
667,104672,Dra.,Tassiana Mota Mourao Alvarenga,Montes Claros,montes-claros,minas-gerais-mg,dermatologista,24.0,0,350.0
668,608597,Dr.,André Aguiar Souza Furtado De Toledo,Belo Horizonte,belo-horizonte,minas-gerais-mg,especialista-em-clinica-medica,22.0,0,350.0
669,703171,,Raquel Fernandes De Barros,Belo Horizonte,belo-horizonte,minas-gerais-mg,medico-clinico-geral,14.0,1,150.0
670,756762,,Renata De Freitas Pires,Ipatinga,ipatinga,minas-gerais-mg,fisioterapeuta,36.0,0,360.0
671,654430,Dra.,Debora Ferreira Franco Gomide,Belo Horizonte,belo-horizonte,minas-gerais-mg,gastroenterologista,29.0,1,250.0
672,695497,Dra.,Luana Porto De Souza,Divinópolis,divinopolis,minas-gerais-mg,geriatra,50.0,0,350.0
673,746207,Dra.,Luana Cesarini Lopes,Uberaba,uberaba,minas-gerais-mg,geriatra,1.0,1,300.0
674,154299,Dra.,Nathalia Vianna,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,153.0,0,150.0
675,48786,Dr.,Mario Hueb Abdala,Uberlândia,uberlandia,minas-gerais-mg,hematologista,73.0,0,200.0
676,747308,Dr.,Roberto Carlos Almeida,Caratinga,caratinga,minas-gerais-mg,hematologista,21.0,0,300.0
677,56383,Dr.,Mauro Kleber De Sousa E Silva,Belo Horizonte,belo-horizonte,minas-gerais-mg,internista,15.0,0,200.0
678,238785,Dr.,Frederico Drumond Borges,Betim,belo-horizonte,minas-gerais-mg,medico-clinico-geral,58.0,0,250.0
679,299243,Dr.,Rafael Francisco Ferreira De Souza,Belo Horizonte,belo-horizonte,minas-gerais-mg,nefrologista,9.0,1,350.0
680,490507,Dra.,Cristina Jeannette Crosara Ayres Lima,Nova Lima,nova-lima,minas-gerais-mg,nefrologista,11.0,1,150.0
681,714055,Dr.,Railander Ferreira,Belo Horizonte,belo-horizonte,minas-gerais-mg,nefrologista,13.0,1,400.0
682,10552,Dr.,Diego Dias Ramos Dorim,Belo Horizonte,belo-horizonte,minas-gerais-mg,neurologista,14.0,1,450.0
683,213131,Dr.,Leonardo Luiz Campos Almeida,Belo Horizonte,belo-horizonte,minas-gerais-mg,nutrologo,133.0,0,400.0
684,479588,Dr.,Guilherme César Naves Borges,Uberlândia,uberlandia,minas-gerais-mg,oftalmologista,44.0,0,250.0
685,139922,Dra.,Katia Regina Bueno,Belo Horizonte,belo-horizonte,minas-gerais-mg,pediatra,13.0,1,300.0
686,739910,Dra.,Emy Lay Soares Loiola,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,115.0,1,200.0
687,313712,,Jhenifer Lucena,Ituiutaba,belo-horizonte,minas-gerais-mg,psicologo,39.0,1,180.0
688,739762,Dra.,Aline Débora Silva De Souza Moreira,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,26.0,1,120.0
689,240337,Dra.,Cristiane De Oliveira Magalhães,Belo Horizonte,rio-de-janeiro,minas-gerais-mg,psicanalista,53.0,1,200.0
690,75340,Dr.,Paulo Henrique Teixeira Do Prado,Belo Horizonte,belo-horizonte,minas-gerais-mg,psiquiatra,11.0,1,400.0
691,348760,Dr.,Boris Cruz,Belo Horizonte,belo-horizonte,minas-gerais-mg,reumatologista,187.0,0,700.0
692,327935,,Rodrigo Torres Carvalho De Souza,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,45.0,0,300.0
693,150933,,Andrea Correia,Belo Horizonte,belo-horizonte,minas-gerais-mg,psicologo,22.0,1,320.0
694,666314,Dra.,Maria Aparecida Ferreira De Mello,Belo Horizonte,belo-horizonte,minas-gerais-mg,terapeuta-ocupacional,0.0,0,250.0
695,72938,Dr.,Leonardo Nogueira Mendes,Belo Horizonte,belo-horizonte,minas-gerais-mg,urologista,194.0,0,120.0
696,521174,Dr.,Ivan Ferezin,Uberaba,uberaba,minas-gerais-mg,urologista,102.0,0,300.0
697,747970,Dr.,Leonardo Marques,Contagem,lagoa-santa,minas-gerais-mg,urologista,76.0,1,200.0
698,123349,Dr.,Rodrigo De Carvalho Costa,Belo Horizonte,belo-horizonte,minas-gerais-mg,urologista,146.0,1,350.0
699,737420,Dr.,Rodrigo Corradi,Belo Horizonte,belo-horizonte,minas-gerais-mg,urologista,52.0,0,250.0
700,771153,Dra.,Juliana Lima,Belo Horizonte,belo-horizonte,minas-gerais-mg,mastologista,4.0,0,250.0
701,490011,Dr.,Bruno Lima De Castro,Belo Horizonte,belo-horizonte,minas-gerais-mg,angiologista,11.0,0,300.0
702,244614,Dra.,Patricia Da Silveira Lages,Belo Horizonte,belo-horizonte,minas-gerais-mg,cardiologista,394.0,1,300.0
703,739954,Dr.,Ramom Lélis,Belo Horizonte,belo-horizonte,minas-gerais-mg,cirurgiao-do-aparelho-digestivo,23.0,0,150.0
704,660673,Dra.,Isabella Ludimilla Coelho Mundim,Belo Horizonte,belo-horizonte,minas-gerais-mg,cirurgiao-plastico,42.0,1,200.0
705,164582,Dr.,Winston Joseph Ueda,Belo Horizonte,belo-horizonte,minas-gerais-mg,cirurgiao-plastico,31.0,0,300.0
706,721462,Dra.,Paula Segato Vaz De Oliveira,Belo Horizonte,belo-horizonte,minas-gerais-mg,cirurgiao-vascular,7.0,0,300.0
707,669549,Dra.,Raissa Soares Neves Da Costa,Belo Horizonte,belo-horizonte,minas-gerais-mg,dermatologista,140.0,0,350.0
708,761367,Dra.,Clarissa Barros,Belo Horizonte,belo-horizonte,minas-gerais-mg,dermatologista,34.0,0,300.0
709,509537,Dr.,Lucas Campos Garcia,Mateus Leme,mateus-leme,minas-gerais-mg,dermatologista,15.0,0,250.0
710,225013,Dra.,Jacqueline Peixoto De Abreu Barbosa,Belo Horizonte,belo-horizonte,minas-gerais-mg,endocrinologista,42.0,0,400.0
711,770176,Dra.,Flávia Lopes Siqueira,Belo Horizonte,belo-horizonte,minas-gerais-mg,endocrinologista,47.0,1,120.0
712,733645,Dr.,Brunno Barbalho Cardoso,Belo Horizonte,belo-horizonte,minas-gerais-mg,cardiologista,65.0,1,250.0
713,430500,Dr.,Thiago Machado De Lima Mota,Uberlândia,uberlandia,minas-gerais-mg,cardiologista,88.0,1,380.0
714,701450,Dra.,Marcela Loschi,Belo Horizonte,belo-horizonte,minas-gerais-mg,dermatologista,5.0,0,350.0
715,521059,Dra.,Danielle Andraus,Juiz de Fora,juiz-de-fora,minas-gerais-mg,medico-do-esporte,34.0,0,300.0
716,268333,Dra.,Simone Pedroso Lemos,Belo Horizonte,belo-horizonte,minas-gerais-mg,otorrino,155.0,0,300.0
717,529694,Dr.,Helio Fádel,Juiz de Fora,juiz-de-fora,minas-gerais-mg,psiquiatra,116.0,1,400.0
718,300770,Dra.,Viviane Angelina De Souza .,Juiz de Fora,juiz-de-fora,minas-gerais-mg,reumatologista,26.0,0,400.0
719,779174,,Morgana Guimarães,Belo Horizonte,belo-horizonte,minas-gerais-mg,terapeuta-complementar,1.0,0,200.0
720,139332,Dr.,Geraldo Magela De Queiroz Tavares,Nova Lima,contagem,minas-gerais-mg,urologista,143.0,1,300.0
721,352182,Dr.,Marcelo Horta Furtado,Belo Horizonte,belo-horizonte,minas-gerais-mg,urologista,7.0,0,600.0
722,477477,Dra.,Claudia Murta,Belo Horizonte,belo-horizonte,minas-gerais-mg,infectologista,0.0,1,450.0
723,774098,Dra.,Karoline Peixoto,Belo Horizonte,belo-horizonte,minas-gerais-mg,mastologista,27.0,0,400.0
724,507833,Dr.,Paulo Merheb,Belo Horizonte,belo-horizonte,minas-gerais-mg,alergista,102.0,0,400.0
725,74023,Dra.,Paula Quadros Marques,Montes Claros,montes-claros,minas-gerais-mg,alergista,105.0,0,400.0
726,151594,Dr.,Edson Augusto Pracchia Ribeiro,Muriaé,muriae,minas-gerais-mg,cirurgiao-geral,35.0,0,300.0
727,316202,Dra.,Paula Alves De Sousa Reis,Juiz de Fora,juiz-de-fora,minas-gerais-mg,dermatologista,138.0,1,200.0
728,773775,Dr.,Thiago Augusto Rocha Santos,Belo Horizonte,belo-horizonte,minas-gerais-mg,endocrinologista,37.0,0,350.0
729,760103,Dr.,Lucas Siqueira Azevedo,Belo Horizonte,belo-horizonte,minas-gerais-mg,dentista,95.0,0,80.0
730,754788,Dra.,Lucielena Garcia,Belo Horizonte,belo-horizonte,minas-gerais-mg,enfermeiro,0.0,0,180.0
731,785371,Dra.,Daniela Carmozina Fernandes Ferreira,Belo Horizonte,belo-horizonte,minas-gerais-mg,enfermeiro,0.0,0,100.0
732,696427,Dra.,Daniela D V Franco,Uberlândia,uberlandia,minas-gerais-mg,especialista-em-diagnostico-por-imagem,0.0,0,100.0
733,627695,Dra.,Daniella Moreira Santos,Belo Horizonte,belo-horizonte,minas-gerais-mg,gastroenterologista,11.0,1,170.0
734,515454,Dr.,Herek Duarte Araujo Da Silva Santana,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,83.0,1,300.0
735,513892,Dra.,Camila M C A Braga,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,276.0,0,200.0
736,747047,Dra.,Gabriela Braga Menezes,Belo Horizonte,belo-horizonte,minas-gerais-mg,ginecologista,45.0,1,250.0
737,434010,Dr.,Átilas Lopes,Belo Horizonte,belo-horizonte,minas-gerais-mg,medico-acupunturista,14.0,0,100.0
738,700133,Dra.,Talita Araújo,Belo Horizonte,belo-horizonte,minas-gerais-mg,nefrologista,2.0,0,500.0
739,190084,Dra.,Michelle Sabbagh,Juiz de Fora,juiz-de-fora,minas-gerais-mg,oftalmologista,138.0,0,300.0
740,770180,Dr.,Marcus Vinícius Faria Silva,Belo Horizonte,belo-horizonte,minas-gerais-mg,otorrino,35.0,0,150.0
